,CID,standard_inchi_key,smiles
328,3158580,JXJCCQYPULQIKT-UHFFFAOYSA-N,"""CN(C)C(CN)C1=CC=CC=C1Cl"""
329,24795080,GTUIQNHJSXQMKW-UHFFFAOYSA-N,"""C1C2CN(CC2CN1)C(=O)C3=CC=C(O3)Cl"""
330,24945301,AFIZEQKQIKDZQH-UHFFFAOYSA-N,"""C1C2CNCC1CN(C2)C(=O)C3=CC=C(O3)Cl"""
331,68490431,IIDIAHIVYVSCHD-UHFFFAOYSA-N,"""CC(C)N1C2=CC=CC=C2C(=N1)C(=O)NCC3CCN(CC3)CCC4=CC=C(C=C4)C(=O)O"""
332,67144490,OQFNODATXJBYQO-RBUKOAKNSA-N,"""C1CN2CCC1C(C2CC3=CN=CC=C3)NC(=O)C4=CC=C(C=C4)F"""
333,71453797,HTBCXNBZJPZOBH-FCHUYYIVSA-N,"""C1CN2CCC1C(C2CC3=CN=CC=C3)NC(=O)C4=CC5=CC=CC=C5C=N4"""
334,71462681,FONCJXWMQYTPRQ-WMLDXEAASA-N,"""C1CN2CCC1C(C2CC3=CN=CC=C3)NC(=O)C4=CC=C(O4)Br"""
335,25182691,HMBGJHCWZLRYIN-SIKLNZKXSA-N,"""C1CN2CCC1C(C2CC3=CN=CC=C3)NC(=O)C4=CC=C(S4)C5=CC=CC=N5"""
336,71460960,YQRNOVVTYJEJEA-GHTZIAJQSA-N,"""C1CN2CCC1C(C2CC3=CN=CC=C3)NC(=O)C4=CC5=C(O4)C=CC(=C5)Cl"""
337,46935872,OXKRFEWMSWPKKV-NQIIRXRSSA-N,"""C1CN2CCC1C(C2CC3=CN=CC=C3)NC(=O)C4=CC5=CC=CC=C5O4"""
338,25029711,OUTWSZAPEGAWEL-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCN3CCCCC3"""
339,59173799,KOTAZQOZDGBEDN-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCN3CCCCCC3"""
340,59173760,NBIZFEZAYLVEGQ-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCN3CCOCC3"""
341,59173888,XXYWJJJEDMYQLQ-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCN3CCCOCC3"""
342,71459241,OGPREQIZGSIMHW-UHFFFAOYSA-N,"""CC(C)(C)C1=CC(=NN1)NC(=O)CCCN2CCCCC2"""
343,71459269,GDRLBCZDGQFDCZ-UHFFFAOYSA-N,"""C1CN(CCC1COC2=C3C=CC=NC3=C4C=CC=C(C4=N2)F)CCCC5=CC=C(C=C5)I"""
344,71457409,BIAZRDQNRJRCRQ-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=C3C=CC=NC3=C4C=CC=C(C4=N2)I"""
345,71462776,UWMNAFXETUEZJZ-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=NC3=C(C=CC=C3I)C4=CC=CC=C42"""
346,71455625,JBPBJYKHTQKMKP-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=C3C=CC=NC3=C4C=CC=C(C4=N2)F"""
347,71462777,MREMSPSMZSVSJS-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=NC3=CC=CC=C3C4=C2C=CC=N4"""
348,71461049,OLINRUQQUFMPJJ-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=NC3=C(C=CC=C3OC)C4=CC=CC=C42"""
349,71450247,GGQFEMQQQLOYIH-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=NC3=C(C=CC=C3Cl)C4=CC=CC=C42"""
350,71461050,KMWRABRPTOODHP-UHFFFAOYSA-N,"""CCCN1CCC(CC1)COC2=NC3=C(C=CC=C3F)C4=CC=CC=C42"""
351,71452172,JUWUZLUBIRHYMM-LBPRGKRZSA-N,"""C1CC(NC1)COC2=NOC(=C2)COC3=CC=CC=C3"""
352,25014630,BLZNLOLTHDUEOL-UHFFFAOYSA-N,"""C1CNCCC1N2CCC3=C2C=CC(=C3)N=C(C4=CC=CS4)N"""
353,53237894,CDEZIFKSLJMFDM-UHFFFAOYSA-N,"""COC1=C(C(=CC=C1)SC2=CC=CC=C2N3CCNCC3)OC.Cl"""
354,53237896,JTQUHGRGBNXQDN-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=C(C(=CC=C3)Cl)Cl.Cl"""
355,53237898,HHVBUSGGPUQAOP-UHFFFAOYSA-N,"""CC1=C(C(=CC=C1)SC2=CC=CC=C2N3CCNCC3)C.Cl"""
356,53237900,ZTLVPNGMZUOVML-UHFFFAOYSA-N,"""COC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)OC.Cl"""
357,53237902,RJOWFEDJGNNCDF-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=C(C=C(C=C3)Cl)Cl.Cl"""
358,66860907,JOJYHYRCIYAVHN-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Cl"""
359,53238120,AYFCXRDVVSZQJL-UHFFFAOYSA-N,"""COC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)Cl.Cl"""
360,53238122,PQZKTTYJTULMNA-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)OC.Cl"""
361,53238124,CAVNQHZFZKMWIY-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)Cl.Cl"""
362,53238126,SCMJERWDLBFTKH-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC(=C2N3CCNCC3)C)C.Cl"""
363,53238128,CUKFWEYSWJQRNA-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=C(C=C(C=C2)C)N3CCNCC3)C.Cl"""
364,53238130,JSQWHKSZJJCLBC-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=C(C=CC(=C2)C)N3CCNCC3)C.Cl"""
365,53238132,IJONBIKCSKCKEI-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=C(C=CC=C2N3CCNCC3)C)C.Cl"""
366,71462991,RLFBHQCZNZAQCK-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCN(CC3)C)C.Cl"""
367,53238354,HJUJYONTBWEAKN-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCCNCC3)C.Cl"""
368,53238356,NHOSAEPFSIDHPV-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)OC2=CC=CC=C2N3CCNCC3)C.Cl"""
369,53237226,DGKFZZQCWFNWRZ-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=CC=C2)N3CCNCC3.Cl"""
370,53237429,OIMAWSBVYIVFBR-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=C(C=C2)OC)N3CCNCC3.Cl"""
371,53237430,QFTFRCOFPNGFPT-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=C(C=C2)Cl)N3CCNCC3.Cl"""
372,53237432,MUIUIEFHOZRYHZ-UHFFFAOYSA-N,"""CC1=CC(=C(C=C1)SC2=CC=C(C=C2)F)N3CCNCC3.Cl"""
373,53237433,BNICWFRCIZHJEK-UHFFFAOYSA-N,"""CC1=CC=C(C=C1)SC2=C(C=C(C=C2)C)N3CCNCC3.Cl"""
374,53237435,RZJQKGRFQHFVDL-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=CC=CC=C3.Cl"""
375,53237436,AAOXNOFJAOMEGO-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)SC2=CC=CC=C2N3CCNCC3.Cl"""
376,53237438,XUMDENDMRHWGGR-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=CC=C(C=C3)Cl.Cl"""
377,53237439,XJSIHFKFXLFZEG-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=CC=C(C=C3)F.Cl"""
378,21864917,TYKBKDLIAKRVRZ-UHFFFAOYSA-N,"""CC1=CC=C(C=C1)SC2=CC=CC=C2N3CCNCC3.Cl"""
379,53237661,YTJNKAUGQNPJTI-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=CC=C(C=C3)C(F)(F)F.Cl"""
380,53237663,JBYIRSHDOBNQGW-UHFFFAOYSA-N,"""CC(C)(C)C1=CC=C(C=C1)SC2=CC=CC=C2N3CCNCC3.Cl"""
381,53237665,SIKLZAAJSXLXIN-UHFFFAOYSA-N,"""COC1=CC(=CC=C1)SC2=CC=CC=C2N3CCNCC3.Cl"""
382,53237667,YTAWEBKOATVAHD-UHFFFAOYSA-N,"""CC1=CC(=CC=C1)SC2=CC=CC=C2N3CCNCC3.Cl"""
383,53237669,MLLYZTIIRALMMQ-UHFFFAOYSA-N,"""COC1=CC=CC=C1SC2=CC=CC=C2N3CCNCC3.Cl"""
384,53237671,FSPHPGLLPWMVAT-UHFFFAOYSA-N,"""CC1=CC=CC=C1SC2=CC=CC=C2N3CCNCC3.Cl"""
385,53237673,QUHLMVHMAHPVMC-UHFFFAOYSA-N,"""COC1=C(C=C(C=C1)SC2=CC=CC=C2N3CCNCC3)OC.Cl"""
386,53237890,JNDJUERZLVTHAV-UHFFFAOYSA-N,"""C1CN(CCN1)C2=CC=CC=C2SC3=CC(=C(C=C3)Cl)Cl.Cl"""
387,53237892,VHKBDODTXKHVJR-UHFFFAOYSA-N,"""CC1=C(C=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Cl"""
388,71459553,UGKUXKJKFRZEQP-UHFFFAOYSA-N,"""CC1=C(OC2=C1C=CC(=C2)OC)C(=O)N(CCCN3CCCCC3)C4=CC=CC=C4"""
389,71452341,CTMDNCSJPPQMLF-UHFFFAOYSA-N,"""CC1=C(OC2=CC=CC=C12)C(=O)N(CCCN3CCCCC3)C4=CC=CC=C4"""
390,71463022,RQJPWNOKFLOHKI-UHFFFAOYSA-N,"""CC1=C(OC2=CC(=C(C=C12)OC)OC)C(=O)N(CCCN3CCCCC3)C4=CC=CC=C4"""
391,71459604,ZKOQRCXMSDAJIR-UHFFFAOYSA-N,"""COC1=CC=CC(=C1)CCN2C3C4C5CC6C4C2(C7C6C5C73)O"""
392,71452382,TWMXGXSGGIIQDM-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)CCN2C3C4C5CC6C4C2(C7C6C5C73)O"""
393,71463061,FOTUXOOYRRRHFQ-UHFFFAOYSA-N,"""COC1=CC=CC(=C1OC)CCN2C3C4C5CC6C4C2(C7C6C5C73)O"""
394,71452383,KULMFBVVFDTVNX-UHFFFAOYSA-N,"""COC1=C(C=C(C=C1)CCN2C3C4C5CC6C4C2(C7C6C5C73)O)OC"""
395,71452384,ABONQAUMSMWLEK-UHFFFAOYSA-N,"""C1C2C3C4C1C5C2C6C3C4C5(N6CCC7=CC=CC=N7)O"""
396,71457690,GFQHCUYWLHSGJR-UHFFFAOYSA-N,"""C1C2C3C4C1C5C2C6C3C4C5(N6CCC7=CN=CC=C7)O"""
397,71457691,WWXCWTRLUXMAHX-UHFFFAOYSA-N,"""COC1=CC=CC=C1CN2C3C4C5CC6C4C2(C7C6C5C73)O"""
398,71450548,LIKZWSUAMNZHAE-UHFFFAOYSA-N,"""COC1=CC=CC(=C1)CN2C3C4C5CC6C4C2(C7C6C5C73)O"""
399,71463063,GYKFQDQFKGGVKD-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)CN2C3C4C5CC6C4C2(C7C6C5C73)O"""
400,71455894,MGYAQEPRQTVZOM-UHFFFAOYSA-N,"""COC1=C(C=C(C=C1)CN2C3C4C5CC6C4C2(C7C6C5C73)O)OC"""
401,71452387,AVNYJOIRGGOFFW-UHFFFAOYSA-N,"""C1C2C3C4C1C5C2C6C3C4C5(N6CC7=CC8=C(C=C7)OCO8)O"""
402,71455896,ZUHLFYHHSNMSRE-UHFFFAOYSA-N,"""C1C2C3C4C1C5C2C6C3C4C5(N6CC7=CC=CC=N7)O"""
403,71461344,DCGVCGVBZDMLGR-UHFFFAOYSA-N,"""C1C2C3C4C1C5C2C6C3C4C5(N6CC7=CN=CC=C7)O"""
404,71450550,PSBBAGWMKGXQRW-UHFFFAOYSA-N,"""COC1=CC=CC=C1CCN2C3C4C5CC6C4C2(C7C6C5C73)O"""
405,24781869,NIRASHDWADNQJU-UHFFFAOYSA-N,"""CCC1=C(C(=CC=C1)CC)CC2=NC=CN2"""
406,24967096,MJYQMQCVUXOIFY-UHFFFAOYSA-N,"""CN1CCN(CC1)CC2=C3C(=CC=C2)N(C=C3Cl)S(=O)(=O)C4=CC(=CC=C4)Cl"""
407,24966378,MBFLODNVCSXSKE-UHFFFAOYSA-N,"""CN1CCN(CC1)CC2=C3C(=CC=C2)N(C=C3Br)S(=O)(=O)C4=CC=CC=C4"""
408,24965679,AGKMPGSBLMAGAX-UHFFFAOYSA-N,"""CN1CCN(CC1)CC2=C3C=CN(C3=CC=C2)S(=O)(=O)C4=CC=CC=C4Br"""
409,24965329,CULSPSVPJXBZMJ-UHFFFAOYSA-N,"""CN1CCN(CC1)CC2=C3C=CN(C3=CC=C2)S(=O)(=O)C4=CC=CC=C4"""
410,6918388,HKFMQJUJWSFOLY-OAQYLSRUSA-N,"""C1CC2=CC=CC=C2OC1CNCC3=CC(=CN=C3)C4=CC=C(C=C4)F"""
411,25196629,YKQRXGQZAGVEJY-UHFFFAOYSA-N,"""C1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC(=CC=C4)F"""
412,25196631,XKRVOMXWYNEPTN-UHFFFAOYSA-N,"""COC1=CC=CC=C1CN2C(=O)C3=C(C=C(C=C3)C(=O)NCCN4CCCCC4)NC2=O"""
413,25191018,RLQXOTMOPGYNGI-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)CN2C(=O)C3=C(C=C(C=C3)C(=O)NCCN4CCCCC4)NC2=O"""
414,44422216,FIJJTIJVCAYUQE-UHFFFAOYSA-N,"""C1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=CC=C4Cl"""
415,25196632,ISRIWKVGGLFNBT-UHFFFAOYSA-N,"""COC1=CC=CC(=C1)CN2C(=O)C3=C(C=C(C=C3)C(=O)NCCN4CCCCC4)NC2=O"""
416,44422228,JXEWFPXPEYRYSN-UHFFFAOYSA-N,"""C1COCCN1CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)F"""
417,25196744,FXRGLPUKLPILJM-UHFFFAOYSA-N,"""CC1CCCCN1CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
418,25196850,YMGCQAHDDYCKLB-UHFFFAOYSA-N,"""CC1CCCCN1CCCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
419,25196851,IWAHUQRZIUVMSG-UHFFFAOYSA-N,"""C1CCN(CC1)CCCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
420,25196745,WLYLIKBNGQZDFH-UHFFFAOYSA-N,"""C1COCCN1CCCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
421,24804735,NVNVERQZWUUANS-UHFFFAOYSA-N,"""C1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)C4=CC=C(C=C4)F"""
422,44422338,CVIIPJUPHIOKNG-UHFFFAOYSA-N,"""CC1CCCCN1CCCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)C4CCCCC4"""
423,44422255,KINBZTGMJRQTER-UHFFFAOYSA-N,"""C1COCCN1CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
424,25196518,DPMQWTNICFCLFP-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)N2C(=O)C3=C(C=C(C=C3)C(=O)NCCN4CCCCC4)NC2=O"""
425,25196741,DWGFHYJCLFQFTA-UHFFFAOYSA-N,"""CN1C(=O)C2=C(C=C(C=C2)C(=O)NCCN3CCCCC3)NC1=O"""
426,25196630,PYCLIFABZLPONX-UHFFFAOYSA-N,"""C1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)F"""
427,25196628,JRKIQFPYQPIURM-UHFFFAOYSA-N,"""C1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=CC=C4F"""
428,44422187,FKCDNDBJVOQPJB-UHFFFAOYSA-N,"""CCC1CCCCN1CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
429,25196633,NNJAFUNKEIDAAF-UHFFFAOYSA-N,"""C1CCC(CC1)N2C(=O)C3=C(C=C(C=C3)C(=O)NCCN4CCCCC4)NC2=O"""
430,25196740,FALASSBEVXPICK-UHFFFAOYSA-N,"""CCCN1C(=O)C2=C(C=C(C=C2)C(=O)NCCN3CCCCC3)NC1=O"""
431,25196743,BKSKSEWIBBBRSQ-UHFFFAOYSA-N,"""C1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=O)N3)CC4=CC=C(C=C4)Cl"""
432,5280805,IKGXIBQEEMLURG-NVPNHPEKSA-N,"""CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O"""
433,122187,FNKBVTBXFLSTPB-LBPRGKRZSA-N,"""CCCN(CCC)C1CCC2=C(C=CC(=C2C1)O)F"""
434,10247701,OTPPYWCIUOIPCN-UHFFFAOYSA-N,"""C1CN(CCN1CCC2=CC3=C(C=C2)N=CN3)C4=CC=CC5=CC=CC=C54"""
435,44427872,HCPLJHRNFWGIEM-XSHQRCBMSA-L,"""C1C[N+]2(CC3=CCOC4C5C3CC2C1C5N(C6C7C8CC9C1(C7N4C2=CC=CC=C21)CC[N+]9(CC8=CCO6)CC1=CC=C(C=C1)[N+](=O)[O-])C1=CC=CC=C1)CC1=CC=C(C=C1)[N+](=O)[O-].[Br-].[Br-]"""
436,17758335,AKEMSLQKCWUTEN-UHFFFAOYSA-L,"""C[N+](C)(CC1=CC=C(C=C1)[N+](=O)[O-])CC2=C3CN4C(=C(C5=CC=CC=C54)C[N+](C)(C)CC6=CC=C(C=C6)[N+](=O)[O-])CN3C7=CC=CC=C72.[Br-].[Br-]"""
437,177491,VBOQYPQEPHKASR-VKHMYHEASA-N,"""C(CS(=O)(=O)O)C(C(=O)O)N"""
438,44427860,RATRRVRGHOXNQU-USTOHRNASA-L,"""CC=CC[N+]12CCC3C1CC4C5C3N(C6C7C8CC9C1(C7N(C5OCC=C4C2)C2=CC=CC=C21)CC[N+]9(CC8=CCO6)CC=CC)C1=CC=CC=C1.[Br-].[Br-]"""
439,44427885,UAMHUVZCGJSLHZ-ICRMOYGQSA-L,"""C[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)C)C1=CC=CC=C16.[Cl-].[Cl-]"""
440,44427864,MBYMMLFMGIPHJE-CGYIOGRBSA-L,"""C1CC=CC(C1)[N+]23CCC4C2CC5C6C4N(C7C8C9CC1C2(C8N(C6OCC=C5C3)C3=CC=CC=C32)CC[N+]1(CC9=CCO7)C1CCCC=C1)C1=CC=CC=C1.[Br-].[Br-]"""
441,17758320,BRIVIXLMMUIBJY-UHFFFAOYSA-N,"""CN1C=NC=C1CN2CC(CC3=C2C=CC(=C3)C#N)N(CC4CCN(CC4)C(=O)OC)S(=O)(=O)C5=CC=CC=N5"""
442,71720442,FBGLUXQASNAMOM-UHFFFAOYSA-N,"""CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=C(C=C(C=C4)C(=O)NCCCCCNC(=O)CCN5C=C(C6=C5C=CC(=C6)O)CCN)C(=O)[O-]"""
443,71541072,KRCLPAGVJVBLJR-UHFFFAOYSA-N,"""CCCCCCCOC1=CC=C(C=C1)NC(=O)OC2=CC=CC(=C2)N3CCNCC3"""
444,23332842,RQAGIIPBHMAHTO-UHFFFAOYSA-N,"""CN(C)CCCN1C2=CC=CC=C2C(=C(C1=O)C#N)C3=CC=CC=C3"""
445,71658646,VGUIDVOAJKITDB-UHFFFAOYSA-N,"""CC1=C(C=C(C(=C1OC)COC)C(C)O)O"""
446,44437145,ZXWKLBTWUHVMTO-UHFFFAOYSA-N,"""CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)S(F)(F)(F)(F)F"""
447,44437146,VUYJMSFPKOVHFI-UHFFFAOYSA-N,"""CCNC(C)CC1=CC(=CC=C1)S(F)(F)(F)(F)F"""
448,52912210,ZTGRWYMPQCQTHD-ONGXEEELSA-N,"""CC1C(CC(=O)N1CC(=O)N)C2=CC=CC=C2"""
449,50878551,HGRHWEAUHXYNNP-UHFFFAOYSA-N,"""COC1=CC2=C(C=C1)NC=C2CCN(CC=C)CC=C"""
450,25261456,PVTFEAGMCGMRRS-UHFFFAOYSA-N,"""CC1=NC(=NC(=N1)N2CCC(CC2)C(=O)NCC3=C(C=C(C=C3)Br)OC(F)(F)F)NC"""
451,23643874,YGBSUVPUXAMOTQ-UHFFFAOYSA-N,"""CC(CC1=CC(=CC=C1)S(F)(F)(F)(F)F)N"""
452,71746034,JAKRIQWSQWQJHM-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)OCC2C3=C(CCN2C(=O)C4=CC(=CC=C4)Br)C=C(C=C3)OCC5=CC=CC=C5"""
453,71712466,LPYIFDLQYWSXGD-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)C(=O)C"""
454,71712611,SMJJKUKILIABKV-UHFFFAOYSA-N,"""CS(=O)(=O)N1CCN(CC1)CC(CN2CCC(CC2)CNC(=O)C3=C4C(=CC=C3)NC=N4)O"""
455,71712613,ZMWMLWGNIHSFEN-UHFFFAOYSA-N,"""CS(=O)(=O)N1CCN(CC1)CC(CN2CCC(CC2)NC(=O)C3=C4C(=CC=C3)NC=N4)O"""
456,71714540,RGFKOYDSKUBPIE-UHFFFAOYSA-N,"""CCC1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN4CCN(CC4)S(=O)(=O)C)O"""
457,71714541,XSOUQQFRYGKIGJ-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN4CCN(CC4)S(=O)(=O)C)O"""
458,71714542,GKXVRBQVTDCQMA-UHFFFAOYSA-N,"""CS(=O)(=O)N1CCN(CC1)CC(CN2CCC(CC2)CNC(=O)C3=C4C(=CC=C3)NC(=N4)C5CC5)O"""
459,71714543,RCBBDNFCXSBDIT-UHFFFAOYSA-N,"""CC(C)(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN4CCN(CC4)S(=O)(=O)C)O"""
460,71714544,RXKLPZCVAQKBQA-UHFFFAOYSA-N,"""CC(C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN4CCN(CC4)S(=O)(=O)C)O)(F)F"""
461,71712325,OPWPTXBWGBOQAM-UHFFFAOYSA-N,"""CS(=O)(=O)N1CCN(CC1)CC(CN2CCC(CC2)CNC(=O)C3=C4C(=CC=C3)NC(=N4)C5=CC=CC=C5)O"""
462,71712326,LTNICOZLLWAENB-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=C(C=C2N1)Cl)C(=O)NCC3CCN(CC3)CC(CN4CCN(CC4)S(=O)(=O)C)O"""
463,71712327,HXAMYUTYZROIIP-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CCN4CCN(CC4)S(=O)(=O)C"""
464,71712328,VGWMVWNOQKELRE-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CCN4CCN(CC4)C(=O)OC"""
465,71712329,JHISKEZJFUUGOR-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CCN4CCN(CC4)C(=O)C"""
466,71712463,INMZEMMKDSQLJN-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN(C)S(=O)(=O)C)O"""
467,71712464,HKJSZEAARPYKSF-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN(C)C(=O)OC)O"""
468,71712465,SWAXUQYHWXHRRQ-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC(CN(C)C(=O)C)O"""
469,66810955,HRBNJCZQEOOCBP-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)S(=O)(=O)C"""
470,11961293,MZOITCJKGUIQEI-UHFFFAOYSA-N,"""CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)C(=O)OC"""
471,21830793,MEKSQRMXWZHFIP-UHFFFAOYSA-N,"""CN1C(=O)C=NN(C1=O)CCCCN2CCN(CC2)C3=CC=CC=C3OC"""
472,72163432,RIYSYRWQPZAUDK-CAZKFNJPSA-N,"""C1C2CC3CC1CC(C2)(C3)C(=O)N4CC5CN(CC5C4)C6=CC=CC=N6"""
473,136244089,ZQRQLCVEOGQBJA-BUHFOSPRSA-N,"""C1C(N(N=C1C2=C(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)Br)C(=O)C=CC(=O)O)C5=CC=C(C=C5)Cl"""
474,136239492,PXQFOMCFQUXMBP-UHFFFAOYSA-N,"""C1C(N(N=C1C2=C(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)Cl)C(=O)CCC(=O)O)C5=CC=C(C=C5)Cl"""
475,73353884,VGYQUDBPYFLBLJ-PTCVETCVSA-N,"""C1C2C3CC4C2C5C1C3C(C45)NCC6=CC7=C(C=C6)OCO7"""
476,53245590,SWEOAXMICIJCQC-UHFFFAOYSA-N,"""COC1=CC=CC=C1N2CCN(CC2)C3=NC(=NC4=CC(=C(C=C43)OC)OC)C5CC5"""
477,73352414,OKCSFONJDXUZOU-CAUKCHDASA-N,"""C1CCC(CC1)CNC2C3C4CC5C2C6C3CC4C56"""
478,73355415,CHZUEGVOEFMIJH-ZKRSMWHSSA-N,"""C1C2C3CC4C2C5C1C3C(C45)NCC67C8C9C6C1C9C8C71"""
479,73350931,MPBJQDFYALBXED-CAUKCHDASA-N,"""CN(CC1=CC=CC=C1)C2C3C4CC5C3C(=O)C6C5C4C62"""
480,73346332,MSTPNDDVMWUDFF-CAUKCHDASA-N,"""CN(CC1=CC(=CC=C1)F)C2C3C4CC5C3C(=O)C6C5C4C62"""
481,73350932,LNTMHZZRTAQEJQ-CPVTZQMHSA-N,"""CN(CC1=CC(=C(C=C1)OC)OC)C2C3C4CC5C3C(=O)C6C5C4C62"""
